jid,formula,band_gap,formation_energy,bulk_modulus,shear_modulus,eps_avg,formula_clean,E_ads_Li2S2,E_ads_Li2S4,E_ads_Li2S6,E_ads_Li2S8,E_ads_S8,E_ads_avg
JVASP-11344,AlSbO3,0.399,-1.55501,136.27,0.0,7.9883999999999995,,,,,,,
JVASP-29195,TeMoWSe2S,0.339,-0.51305,3.51,6.36,10.795766666666665,,,,,,,
JVASP-57562,CaF2,6.408,-3.97578,74.34,34.45,2.2970666666666664,,,,,,,
JVASP-9639,YSn2O4,1.493,-2.02848,109.57,28.56,6.484433333333333,,,,,,,
JVASP-28724,TeMoWSeS2,0.228,-0.56453,2.99,4.46,17.106466666666666,,,,,,,
JVASP-9727,Ag2SO4,1.29,-0.91061,70.79,9.07,3.7468333333333335,,,,,,,
JVASP-11609,ZnSb2O4,0.939,-1.21952,101.57,1.7,8.1564,,,,,,,
JVASP-9991,NaCSN,4.134,-0.44714,18.46,8.49,3.5788333333333338,,,,,,,
JVASP-12143,ZrI2,0.213,-0.92735,29.37,19.54,16.449533333333335,,,,,,,
JVASP-9083,Sb2Ir,0.47,-0.34302,117.53,74.62,26.086233333333336,,,,,,,
JVASP-12444,Mn2Co3Ge,0.0,0.16722,218.88,91.37,270.4789,,,,,,,
JVASP-11441,BaNd2ZnS5,1.218,-1.95817,66.49,35.93,7.5045,,,,,,,
JVASP-11161,KRb2RhF6,2.173,-2.54687,43.2,23.4,2.5587,,,,,,,
JVASP-10184,Mg3As2,0.715,-0.54083,50.73,34.1,10.3354,,,,,,,
JVASP-36672,Bi2O3,1.454,-1.31307,125.46,40.97,8.550366666666667,,,,,,,
JVASP-10926,Cr2O5,0.48,-1.85162,84.36,40.79,16.5839,,,,,,,
JVASP-9728,DyAsO4,3.838,-2.52831,142.41,68.15,3.7516,,,,,,,
JVASP-36380,RhC,0.0,0.51578,234.7,66.12,40.5028,,,,,,,
JVASP-11610,TiZnBi2O6,1.689,-1.94731,97.19,42.41,6.633333333333333,,,,,,,
JVASP-11162,NaTl2RhF6,1.886,-2.09745,50.43,24.02,3.6185999999999994,,,,,,,
JVASP-36495,Ca3BiSb,0.0,-0.51754,28.7,19.8,28.6099,,,,,,,
JVASP-10185,NaTl3S2O6,3.033,-1.30964,37.47,13.44,4.376733333333333,,,,,,,
JVASP-30588,CrO2,0.0,-1.72809,83.08,56.53,66.68996666666666,,,,,,,
JVASP-9528,MgVSF5,0.049,-2.6304,40.71,18.25,14.5978,,,,,,,
JVASP-36244,PtN2,0.15,0.84305,130.26,19.25,82.33783333333334,,,,,,,
JVASP-12648,MnSnB2O6,1.417,-2.14151,117.4,75.22,10.1244,,,,,,,
JVASP-11163,Rb2NaRhF6,1.957,-2.57483,49.17,28.66,2.6738,,,,,,,
JVASP-57781,CaZnF4,5.415,-3.30061,74.52,26.71,2.3745666666666665,,,,,,,
JVASP-34490,LiCaCoF6,1.403,-2.94723,72.72,37.89,2.8415999999999997,,,,,,,
JVASP-36076,Ho3Pu,0.0,0.54024,16.23,8.06,206.0245,,,,,,,
JVASP-43520,CrO3,1.589,-1.64956,28.41,12.59,6.097366666666667,,,,,,,
JVASP-9361,MgCr2S4,0.898,-1.01828,77.3,21.3,104.36423333333333,,,,,,,
JVASP-36293,HoSb,0.0,-0.78747,67.5,0.0,212.6531,,,,,,,
JVASP-11349,Ti2ZnO5,3.025,-2.65559,93.34,31.79,5.3628,,,,,,,
JVASP-36455,Sr3PN,0.0,0.13248,30.43,22.1,19.3026,,,,,,,
JVASP-11164,K2NaRhF6,2.006,-2.56079,51.4,29.94,2.5675,,,,,,,
JVASP-36413,BaSiC,0.261,0.45949,27.89,16.47,8.5114,,,,,,,
JVASP-10577,SmP5,0.059,-0.59296,68.6,40.78,13.8102,,,,,,,
JVASP-52150,KY3F10,6.158,-3.99267,28.0,19.36,2.3538,,,,,,,
JVASP-11445,PrCuS2,1.127,-1.50561,75.04,38.95,9.822433333333333,,,,,,,
JVASP-10186,MgUO4,1.819,-3.23402,102.17,75.3,5.6412,,,,,,,
JVASP-14102,TiSi,0.0,-0.45663,131.57,59.96,137.93713333333332,,,,,,,
JVASP-12001,InBi,0.0,-0.00026,36.21,14.95,123.08126666666665,,,,,,,
JVASP-4273,AsCl3,3.692,-0.69677,10.29,6.39,4.206333333333333,,,,,,,
JVASP-28475,Te4Mo2WS2,0.208,-0.3427,0.0,0.0,11.393499999999998,,,,,,,
JVASP-11560,TiZnF5,0.159,-2.96573,76.12,19.71,7.566666666666666,,,,,,,
JVASP-9359,BaMgV4O8,0.0,-2.48909,115.88,14.67,156.80953333333335,,,,,,,
JVASP-10929,CaCr2O4,0.629,-2.32439,112.48,57.17,107.7915,,,,,,,
JVASP-36192,BC2N,1.907,0.26398,345.01,396.85,6.1338,,,,,,,
JVASP-12649,Ba2MnMoO6,0.0,-2.58615,112.83,70.7,24.5624,,,,,,,
JVASP-35782,ScAu2,0.0,-0.87602,126.26,53.55,29.8218,,,,,,,
JVASP-10669,BaYCuTe3,0.638,-1.31849,40.37,22.5,9.734266666666668,,,,,,,
JVASP-34492,KNaSO4,5.643,-1.93191,37.39,21.07,2.5547999999999997,,,,,,,
JVASP-36673,CdCo3N,0.0,-0.02111,200.5,81.78,156.1692,,,,,,,
JVASP-9964,CaFe2O4,0.0,-1.91916,147.34,72.93,99.7605,,,,,,,
JVASP-35986,LiB,1.505,0.14656,126.43,61.7,12.0644,,,,,,,
JVASP-28476,MoW2Se4S2,0.606,-0.66543,0.07,0.1,10.034799999999999,,,,,,,
JVASP-11570,YBiO3,2.356,-2.43487,128.07,38.62,5.7138333333333335,,,,,,,
JVASP-35708,HfIr,0.0,-0.97599,207.87,33.46,77.3331,,,,,,,
JVASP-10980,ScPPt,0.0,-1.25149,148.56,64.17,46.76643333333333,,,,,,,
JVASP-35741,CaGaGeH,0.568,-0.4882,56.03,41.76,19.093466666666668,,,,,,,
JVASP-11611,Zn2CuAs2O8,0.573,-1.29125,86.47,37.5,4.806966666666667,,,,,,,
JVASP-30630,Mg2CrN2,0.0,-0.6826,122.1,62.66,65.21459999999999,,,,,,,
JVASP-36150,FeB,0.0,-0.34346,287.74,101.81,159.67549999999997,,,,,,,
JVASP-9642,SbO2,1.445,-1.15236,70.34,40.55,5.085566666666666,,,,,,,
JVASP-11575,MnAlO3,0.0,-2.35219,59.45,63.3,63.680933333333336,,,,,,,
JVASP-10991,K2ZnTe2,1.964,-0.93335,19.79,9.19,5.768966666666667,,,,,,,
JVASP-10327,CaSn2O5,1.632,-2.11765,129.36,45.55,4.170100000000001,,,,,,,
JVASP-11355,ZnSnO2,1.818,-1.41116,56.64,20.43,6.5308666666666655,,,,,,,
JVASP-10930,Mg3V2O8,3.158,-2.8046,120.26,66.89,4.8551,,,,,,,
JVASP-57512,KLiO,2.923,-1.65031,44.2,27.34,3.1176666666666666,,,,,,,
JVASP-51016,BaH4O3,4.445,-1.5634,48.0,20.98,3.0041333333333333,,,,,,,
JVASP-30589,VO2,1.6,-2.30738,85.03,63.06,30.581833333333332,,,,,,,
JVASP-9362,BaV4ZnO8,0.0,-2.25866,115.8,13.98,148.7365,,,,,,,
JVASP-43948,Li2MnF4,2.063,-2.78682,50.56,21.89,14.250100000000002,,,,,,,
JVASP-34498,BaF2,7.091,-4.05572,61.14,22.83,2.6119000000000003,,,,,,,
JVASP-36295,FeN,0.0,0.63721,320.93,145.4,138.045,,,,,,,
JVASP-36382,Ca2Sn,0.688,-0.70853,32.93,21.62,13.7297,,,,,,,
JVASP-36602,TiCdO3,0.025,-2.26755,189.53,79.22,8.5713,,,,,,,
JVASP-10993,SrPdF4,1.203,-2.73287,71.22,24.01,2.9863,,,,,,,
JVASP-11166,CdRh2O4,0.928,-0.99646,174.73,44.84,9.3989,,,,,,,
JVASP-35987,InBi,0.0,0.0353,31.73,13.28,52.0897,,,,,,,
JVASP-35694,AgRhO2,0.734,-0.69988,157.48,48.27,12.782633333333331,,,,,,,
JVASP-36541,Cr3N2,0.0,-0.45414,289.74,157.21,228.4227,,,,,,,
JVASP-11614,TiZnBi2O6,2.048,-1.9688,78.21,30.25,6.260333333333333,,,,,,,
JVASP-36336,NiN,0.0,1.01572,247.9,59.76,116.60769999999998,,,,,,,
JVASP-47677,LiCoPO4,0.824,-1.96738,68.56,27.09,52.754533333333335,,,,,,,
JVASP-10934,FeO2,0.0,-1.42039,254.3,136.64,106.93556666666666,,,,,,,
JVASP-11356,CrO2,0.087,-1.86554,93.81,38.85,107.94823333333333,,,,,,,
JVASP-36496,Sr3BiAs,0.0,-0.35755,23.93,16.7,16.9071,,,,,,,
JVASP-11497,YSbO3,1.516,-2.44908,60.04,29.65,7.1290000000000004,,,,,,,
JVASP-10715,Sr2CuP2O8,0.327,-2.5853,73.03,33.32,3.4133999999999998,,,,,,,
JVASP-12448,Ca2Sn,0.103,-0.74022,34.3,18.94,18.759933333333333,,,,,,,
JVASP-9534,MgMnF4,2.493,-3.04901,77.62,38.69,21.0236,,,,,,,
JVASP-36193,BeSe,0.974,-0.35196,89.86,29.95,11.2911,,,,,,,
JVASP-11167,TiZnO3,3.046,-2.58378,181.76,64.23,6.161733333333333,,,,,,,
JVASP-10332,MgMn2O5,0.0,-1.88695,115.44,31.81,82.42803333333333,,,,,,,
JVASP-5137,Tb3Mn3Ga2Si,0.0,-0.29784,59.14,12.71,232.9638,,,,,,,
JVASP-10670,BaYAgTe3,0.819,-1.3218,39.28,21.13,9.610233333333333,,,,,,,
JVASP-51926,U2InPd2,0.0,-0.21907,105.73,31.34,149.0331666666667,,,,,,,
JVASP-30380,NbV3O10,1.065,-2.40615,79.63,38.32,6.931566666666666,,,,,,,
JVASP-35988,HfN,0.0,-0.95384,31.73,13.28,16.5386,,,,,,,
JVASP-35829,KCdSb,0.0,-0.44888,24.97,12.82,14.3333,,,,,,,
JVASP-29798,AlHO2,5.206,-2.45103,107.99,62.35,2.8322000000000003,,,,,,,
JVASP-36296,KCuO,0.0,-0.3422,51.43,5.72,10.860999999999999,,,,,,,
JVASP-9535,CaVF4,1.067,-3.32573,0.0,15.92,12.829666666666668,,,,,,,
JVASP-30632,SbN,1.102,0.33069,38.82,31.19,8.986866666666666,,,,,,,
JVASP-11046,Sr2MnCuSO3,0.0,-2.13147,95.1,50.4,28.8861,,,,,,,
JVASP-11615,YCrO4,0.0,-2.83808,135.93,57.86,18.827333333333335,,,,,,,
JVASP-35695,MgSe,2.802,-1.3595,48.11,16.39,4.902233333333333,,,,,,,
JVASP-34156,Dy2CoSi2,0.0,-0.74471,102.22,60.81,103.65480000000001,,,,,,,
JVASP-9363,BaZnFe4O8,0.0,-1.55201,100.61,36.23,124.29793333333332,,,,,,,
JVASP-36246,PdN2,0.0,1.517,228.13,47.84,80.6973,,,,,,,
JVASP-11047,CaCo2S4,0.783,-0.78301,90.67,21.94,15.973,,,,,,,
JVASP-38678,NaPd3,0.0,-0.03821,105.72,41.17,110.78383333333333,,,,,,,
JVASP-10671,Tm6ReO12,0.024,-3.48906,163.87,72.24,10.032366666666668,,,,,,,
JVASP-12450,PbC2O4,2.856,-1.27305,36.64,19.13,4.0513,,,,,,,
JVASP-36339,RbTe,0.0,-0.49322,11.17,2.92,25.2465,,,,,,,
JVASP-50684,LiCu2PO4,0.961,-1.63738,89.02,28.55,4.073833333333334,,,,,,,
JVASP-9099,Sb2O5,0.575,-1.36244,137.3,84.38,6.001799999999999,,,,,,,
JVASP-28528,Mo2WSe4S2,0.574,-0.71427,62.79,43.45,14.750966666666665,,,,,,,
JVASP-36415,Be2Zn,0.0,0.28139,102.84,71.37,79.77846666666666,,,,,,,
JVASP-10716,Sc2CdS4,0.921,-1.69742,74.3,26.64,7.937,,,,,,,
JVASP-30590,CoO2,0.0,-0.97271,113.42,57.85,56.0429,,,,,,,
JVASP-54892,TmFe2,0.0,-0.19296,118.37,43.78,201.0382,,,,,,,
JVASP-11616,CaTiF5,0.163,-3.74307,72.89,38.15,6.227266666666666,,,,,,,
JVASP-9644,BiO2,0.836,-0.88871,28.31,22.29,6.0427333333333335,,,,,,,
JVASP-11048,Ti4ZnS8,0.0,-1.31172,66.11,37.67,47.1864,,,,,,,
JVASP-10674,Ta2O5,3.177,-3.04336,141.33,79.46,5.905833333333334,,,,,,,
JVASP-36385,Ca2Si,0.64,-0.53351,38.6,25.74,14.7408,,,,,,,
JVASP-57783,K2CoS2,0.0,-0.90194,31.66,13.79,24.2222,,,,,,,
JVASP-22540,LiMgP,1.738,-0.87575,54.63,43.4,7.4391,,,,,,,
JVASP-9204,CaMnO2,0.398,-2.27944,92.47,36.84,50.91393333333334,,,,,,,
JVASP-36340,RbTe,0.0,-0.25345,6.5,0.0,22.074,,,,,,,
JVASP-9100,BaN6,3.829,-0.23643,40.61,13.77,4.0574666666666666,,,,,,,
JVASP-12459,Pr2I5,0.0,-1.448,20.69,12.67,10.284333333333334,,,,,,,
JVASP-36674,CdNi3N,0.0,-0.11464,184.8,64.44,101.05649999999999,,,,,,,
JVASP-10675,AgBC4N4,4.285,0.28645,40.07,2.56,2.9059000000000004,,,,,,,
JVASP-57435,CaAl2O4,5.145,-3.33292,161.98,101.47,3.2613999999999996,,,,,,,
JVASP-51017,RbHO,3.914,-1.41406,27.28,14.87,2.728733333333333,,,,,,,
JVASP-10717,Tb2Ti2S2O5,0.632,-3.11194,144.04,66.89,7.209333333333333,,,,,,,
JVASP-12033,YI3,2.676,-1.47294,12.58,7.69,5.041033333333334,,,,,,,
JVASP-9101,KO3,0.498,-0.73538,23.44,11.75,13.944733333333334,,,,,,,
JVASP-35784,NbPd2,0.0,-0.42701,200.87,84.8,60.51070000000001,,,,,,,
JVASP-9364,BaMgFe4O8,0.0,-1.77872,97.63,40.92,119.94883333333333,,,,,,,
JVASP-10936,CoSi2O6,0.0,-2.10898,135.22,79.23,33.80643333333333,,,,,,,
JVASP-36458,Sr3SbAs,0.0,-0.48936,25.63,18.26,17.3304,,,,,,,
JVASP-35943,LiYCu2P2,0.0,-0.84852,89.94,60.73,34.05126666666666,,,,,,,
JVASP-12461,SbCl3,3.45,-0.88198,11.59,8.03,4.8092,,,,,,,
JVASP-30635,Mg2Mn3O8,0.768,-2.22923,0.94,1.09,105.884,,,,,,,
JVASP-34165,Na3YCl6,5.173,-2.11668,24.2,11.46,3.0981,,,,,,,
JVASP-35743,BaGaGeH,0.135,-0.55506,45.81,37.53,32.1432,,,,,,,
JVASP-12651,Mn2GeO4,0.0,-1.54875,133.33,20.0,157.44726666666668,,,,,,,
JVASP-36341,NpN,0.0,-0.8529,191.67,31.06,200.423,,,,,,,
JVASP-10022,MgSb2O4,0.955,-1.6445,101.51,0.19,7.577233333333333,,,,,,,
JVASP-12464,ZnCl2,3.948,-1.15829,16.29,9.27,3.4662,,,,,,,
JVASP-9646,SnO2,1.922,-1.53361,85.36,55.49,4.0429666666666675,,,,,,,
JVASP-14179,Er2Mg,0.0,-0.02803,42.08,23.29,94.68683333333333,,,,,,,
JVASP-36497,Sr3BiSb,0.0,-0.53488,24.37,17.26,21.1795,,,,,,,
JVASP-9537,ZnNiF4,0.695,-2.01291,89.73,25.3,32.77066666666666,,,,,,,
JVASP-34168,ThAl8Cr4,0.0,-0.20284,124.34,80.55,167.92226666666667,,,,,,,
JVASP-54893,HfCoSb,0.0,0.25717,109.53,1.34,67.4663,,,,,,,
JVASP-14202,UFeS3,0.0,-1.03418,115.6,42.5,115.24683333333333,,,,,,,
JVASP-28668,MoWS4,0.779,-0.92824,72.56,50.17,13.342266666666667,,,,,,,
JVASP-9102,Sm2O3,3.83,-3.6642,143.54,62.29,4.61,,,,,,,
JVASP-29799,ZnH2O2,2.666,-1.19102,66.34,34.75,3.337733333333334,,,,,,,
JVASP-36153,ErTlTe2,0.704,-1.06867,35.14,23.69,10.510233333333334,,,,,,,
JVASP-22541,H4BrN,4.368,-0.50303,23.67,13.18,3.302,,,,,,,
JVASP-10023,MgSn2O4,1.153,-1.92296,108.9,24.7,6.0932666666666675,,,,,,,
JVASP-30591,VO2,1.632,-2.29215,70.1,53.56,41.33023333333333,,,,,,,
JVASP-35990,MnGa,0.0,-0.05048,139.89,36.61,146.12253333333334,,,,,,,
JVASP-12465,BiCl3,3.052,-0.98467,20.68,12.59,5.805666666666666,,,,,,,
JVASP-35696,Ti2MnIn,0.045,0.05646,135.23,0.0,103.12939999999999,,,,,,,
JVASP-36386,RhN,0.0,0.40058,226.67,30.82,81.4495,,,,,,,
JVASP-9227,CaSb2O6,1.48,-1.8691,135.21,89.71,4.859733333333334,,,,,,,
JVASP-9103,NO2,2.521,-0.18247,12.21,7.37,3.862133333333334,,,,,,,
JVASP-9365,BaCaV4O8,0.0,-2.56503,103.0,0.12,121.26626666666665,,,,,,,
JVASP-12467,LiIO3,3.663,-1.07078,42.38,27.09,4.555866666666667,,,,,,,
JVASP-41730,KNdGeS4,2.272,-1.36964,27.07,16.18,5.8747,,,,,,,
JVASP-36342,NpN,0.0,-1.19958,121.27,0.0,140.1144,,,,,,,
JVASP-11640,MgCrF4,1.411,-3.0123,0.28,16.17,33.9316,,,,,,,
JVASP-9647,BiO2,0.816,-0.86571,55.14,31.53,6.080666666666667,,,,,,,
JVASP-9538,MgVO2,0.0,-2.15082,76.76,25.65,99.04143333333333,,,,,,,
JVASP-36609,MnCdO3,0.0,-1.36939,187.67,32.38,77.7046,,,,,,,
JVASP-10335,MgMo2O5,0.167,-1.98645,61.04,19.33,15.812066666666666,,,,,,,
JVASP-36299,FeH,0.0,0.06075,193.9,126.66,125.24399999999999,,,,,,,
JVASP-35697,UBi,0.0,0.0985,70.57,23.8,109.7971,,,,,,,
JVASP-36197,B2AsP,1.288,-0.21743,147.34,144.09,9.417066666666667,,,,,,,
JVASP-36248,OsN2,0.0,0.90553,335.83,83.96,174.81049999999996,,,,,,,
JVASP-52179,BeC2N2,6.024,-0.18643,62.07,8.66,2.7815999999999996,,,,,,,
JVASP-9228,ZnSb2O6,1.176,-1.41851,134.66,75.75,5.121866666666667,,,,,,,
JVASP-36646,LuTlTe2,0.712,-1.03832,35.81,24.05,10.4758,,,,,,,
JVASP-9328,Ba2YSn3O8,0.0,-2.30355,42.4,18.79,24.135733333333334,,,,,,,
JVASP-36388,ScP,1.581,-1.05765,65.33,10.1,9.588,,,,,,,
JVASP-176,SbI3,2.061,-0.3466,13.23,7.7,9.275566666666668,,,,,,,
JVASP-9366,BaCaCo4O8,0.0,-1.60951,104.87,27.5,97.79843333333334,,,,,,,
JVASP-9649,CaSn2O5,1.179,-2.01807,64.3,40.94,4.789766666666666,,,,,,,
JVASP-36551,CrN2,0.0,0.10679,252.78,149.01,131.74276666666665,,,,,,,
JVASP-36459,Ca3BiN,0.0,0.65651,24.87,15.52,24.8869,,,,,,,
JVASP-22542,NaHS,3.386,-0.75947,23.42,11.37,3.6686333333333336,,,,,,,
JVASP-10024,MgBi2O4,1.566,-1.69452,109.29,25.03,6.564,,,,,,,
JVASP-36419,Al2Ru,0.0,-0.66203,165.26,120.29,26.2437,,,,,,,
JVASP-14180,Tb2Mg,0.0,-0.04001,41.0,24.84,97.1675,,,,,,,
JVASP-10718,Ag2SnHgSe4,0.052,-0.15563,44.73,11.16,14.3947,,,,,,,
JVASP-9539,ZnFeF4,0.014,-2.1533,79.96,23.77,29.57133333333333,,,,,,,
JVASP-9650,Ta2O5,2.344,-3.01537,209.78,73.45,5.386966666666667,,,,,,,
JVASP-36301,CrTe,0.0,0.05599,47.73,13.4,237.36340000000004,,,,,,,
JVASP-56195,FeB2,0.0,-0.0293,278.52,105.63,79.5727,,,,,,,
JVASP-54894,Pr3Sn,0.0,-0.47106,49.57,25.78,149.3326,,,,,,,
JVASP-28852,TeWSe,0.478,-0.44217,52.03,38.26,15.825399999999997,,,,,,,
JVASP-36498,Ba3PN,0.0,0.25468,24.27,16.66,26.315299999999997,,,,,,,
JVASP-35992,HoP,0.0,-1.14345,93.0,0.0,191.96079999999998,,,,,,,
JVASP-36389,ScSn,0.0,0.34477,32.87,0.0,63.3973,,,,,,,
JVASP-57785,RbAlF4,7.523,-3.57255,53.29,38.67,2.114333333333333,,,,,,,
JVASP-57571,K2MnF6,2.45,-2.84765,31.34,16.17,9.906466666666667,,,,,,,
JVASP-35649,Er3AlN,0.0,-1.03983,98.8,71.76,23.8622,,,,,,,
JVASP-36249,HfC,0.0,-0.28709,210.36,62.11,77.5322,,,,,,,
JVASP-30637,YSnF5,3.157,-3.37628,62.84,27.15,2.6601666666666666,,,,,,,
JVASP-36344,OsN,0.0,0.56766,294.87,37.6,48.3494,,,,,,,
JVASP-9651,MgSn2O5,1.598,-1.98038,121.27,49.78,4.1296,,,,,,,
JVASP-9368,BaZnNi4O8,0.0,-1.16265,124.21,37.11,107.00853333333333,,,,,,,
JVASP-36198,AlVFeCo,0.0,-0.41797,207.73,75.98,126.1631,,,,,,,
JVASP-30535,MgSb4O8,1.364,-1.54401,56.24,32.37,5.9241,,,,,,,
JVASP-22668,K4ZnAs2,0.807,-0.53576,17.12,9.03,6.253133333333333,,,,,,,
JVASP-35787,Hf2Hg,0.0,-0.0408,118.23,56.1,50.64986666666667,,,,,,,
JVASP-35744,Ba2NF,0.966,-1.92182,52.64,27.91,6.024766666666667,,,,,,,
JVASP-10025,MgAg2O4,0.0,-0.84835,121.67,44.04,97.77793333333334,,,,,,,
JVASP-9231,Ta2ZnO6,2.915,-2.6911,180.27,85.34,5.716433333333334,,,,,,,
JVASP-9540,VZnF4,0.0,-2.45359,60.66,19.85,43.19016666666667,,,,,,,
JVASP-35698,Ti2InCo,0.0,-0.01453,131.27,0.0,136.089,,,,,,,
JVASP-10026,ZnSn2O4,1.141,-1.5026,101.61,23.25,6.5071,,,,,,,
JVASP-29800,ZnH2O2,2.665,-1.19117,66.69,34.79,3.3373666666666666,,,,,,,
JVASP-56793,SmSi2Os2,0.0,-0.68387,160.6,84.74,77.34256666666666,,,,,,,
JVASP-50102,ScHO2,3.708,-2.70396,163.93,68.2,4.150133333333333,,,,,,,
JVASP-35993,HoN,0.0,-1.0476,166.9,52.86,74.963,,,,,,,
JVASP-22543,SrAl2Te4,1.782,-0.89675,28.44,17.87,8.018433333333334,,,,,,,
JVASP-9371,ZnCo2S4,0.581,-0.59214,110.27,55.18,18.339433333333336,,,,,,,
JVASP-36391,ScN,2.576,-1.81015,147.97,49.9,7.0727,,,,,,,
JVASP-36647,MgNiH2,0.0,-0.20004,106.66,50.97,25.32636666666667,,,,,,,
JVASP-36250,NpN2,0.0,-1.30155,246.8,108.72,96.9887,,,,,,,
JVASP-35788,MnSn,0.0,0.8461,40.83,0.0,144.25,,,,,,,
JVASP-9541,YFeO3,0.0,-2.58896,154.64,54.03,53.22296666666667,,,,,,,
JVASP-36154,DyTlTe2,0.673,-1.0822,34.69,23.37,10.5854,,,,,,,
JVASP-36199,Al3V,0.0,-0.14555,113.93,65.9,148.1521,,,,,,,
JVASP-21619,Ti2C,0.0,-0.67911,139.9,83.58,80.7729,,,,,,,
JVASP-36346,PdC,0.0,1.42962,220.37,47.86,386.21879999999993,,,,,,,
JVASP-30592,FeO2,0.0,-1.27169,88.49,49.03,85.3507,,,,,,,
JVASP-36422,TcC,0.0,0.57825,333.17,37.42,112.2967,,,,,,,
JVASP-35830,BaMgPb,0.0,-0.06834,22.86,0.0,106.99793333333332,,,,,,,
JVASP-10029,CrF5,0.0,-1.86454,24.46,9.73,31.195933333333333,,,,,,,
JVASP-36612,CaHfO3,3.784,-3.5036,173.9,103.92,4.4151,,,,,,,
JVASP-12002,CuHOF,0.037,-1.1825,78.48,25.67,29.17973333333333,,,,,,,
JVASP-9291,CaCuO2,0.0,-1.91394,102.64,49.31,24.349999999999998,,,,,,,
JVASP-57037,HoCuS2,1.728,-1.48695,76.58,31.99,8.2836,,,,,,,
JVASP-35745,BaCaO2,2.139,-2.79022,87.09,50.95,4.157166666666667,,,,,,,
JVASP-9543,Ca2Cr3O8,0.0,-2.50171,134.13,45.8,78.61976666666666,,,,,,,
JVASP-36392,ScC,0.0,0.32024,97.83,10.82,40.9155,,,,,,,
JVASP-47678,LiVC2O6,0.0,-1.83351,85.53,53.02,31.348200000000002,,,,,,,
JVASP-35699,MnGaFe2,0.0,-0.06547,211.9,57.9,152.8673,,,,,,,
JVASP-9545,MgFeF4,0.069,-2.8338,77.2,38.48,24.4337,,,,,,,
JVASP-36499,Ba3SbN,0.0,0.55432,18.53,11.72,29.277200000000004,,,,,,,
JVASP-9290,CaMn2S4,0.336,-0.94505,2.78,9.93,103.44163333333334,,,,,,,
JVASP-43301,LiMnO2,0.274,-1.94893,121.48,61.95,83.97456666666666,,,,,,,
JVASP-9546,MgVF4,0.916,-3.09101,76.63,31.86,24.822366666666667,,,,,,,
JVASP-38942,Mg3Cr,0.0,0.29756,41.43,21.88,116.56716666666667,,,,,,,
JVASP-36554,Cr3N4,0.0,-0.40413,288.77,126.46,184.1798,,,,,,,
JVASP-36648,MgTe,1.121,-0.90155,48.6,23.22,8.983066666666668,,,,,,,
JVASP-14203,RuCl3,0.0,-0.57079,24.56,13.29,22.60523333333333,,,,,,,
JVASP-36461,Ca3SbAs,0.579,-0.99403,37.87,29.08,15.3331,,,,,,,
JVASP-36423,ZrN,0.0,-1.55991,228.37,132.36,11.469699999999998,,,,,,,
JVASP-22544,AgAsF6,1.434,-1.85523,31.67,10.36,2.5621,,,,,,,
JVASP-9547,MgMnO2,0.0,-2.14007,118.07,54.58,73.56066666666666,,,,,,,
JVASP-35995,Li2SnIr,0.0,-0.28103,85.5,42.3,87.7667,,,,,,,
JVASP-10351,Fe4Cu3O12,0.0,-1.10872,3.3,0.52,113.42406666666666,,,,,,,
JVASP-36613,SiHgO3,0.0,-1.41529,231.0,103.32,6.217299999999999,,,,,,,
JVASP-9662,MgCu2O4,0.0,-1.18407,153.53,37.64,132.51846666666665,,,,,,,
JVASP-36394,ScGe,0.0,0.17538,42.2,0.0,60.84470000000001,,,,,,,
JVASP-35790,CrN,0.0,-0.59582,228.63,6.08,95.56779999999999,,,,,,,
JVASP-54897,ZnTe,1.057,-0.45935,45.37,23.36,9.5916,,,,,,,
JVASP-36252,NdBiPd,0.161,-0.95338,77.37,35.68,34.5964,,,,,,,
JVASP-56446,BaZn2As2,0.0,-0.68497,52.18,25.69,19.713933333333333,,,,,,,
JVASP-50104,DyClO,5.143,-3.30596,93.47,44.32,4.5097,,,,,,,
JVASP-9104,RbO3,0.767,-0.73704,21.94,10.23,7.797466666666668,,,,,,,
JVASP-34174,CoP2O7,0.0,-1.72341,128.56,83.91,30.774066666666666,,,,,,,
JVASP-36201,AlGaN2,2.946,-1.0979,188.91,124.39,5.1548,,,,,,,
JVASP-34176,CrP2O7,0.0,-2.11602,129.79,79.91,40.93816666666667,,,,,,,
JVASP-4264,AlBr3,3.974,-1.13525,9.31,5.97,3.5398666666666667,,,,,,,
JVASP-36424,TbAl,0.0,-0.4232,63.33,41.06,36.6641,,,,,,,
JVASP-34179,MnReO4,0.0,-1.67031,85.4,60.46,141.29999999999998,,,,,,,
JVASP-10353,V2ZnO5,0.484,-2.22377,108.43,29.14,28.424400000000002,,,,,,,
JVASP-34180,MnPO4,0.0,-2.06636,108.88,11.73,40.0871,,,,,,,
JVASP-35996,HfN,0.0,-1.63242,200.3,85.14,9.4349,,,,,,,
JVASP-35746,Ba2BrN,1.187,-1.36901,43.31,22.05,5.949233333333333,,,,,,,
JVASP-35654,Hf2SN2,1.149,-1.94013,175.71,88.61,8.915799999999999,,,,,,,
JVASP-36500,Ba3AsN,0.0,0.31289,22.67,15.34,27.005,,,,,,,
JVASP-29129,Te2Mo3WSe4S2,0.321,-0.55578,2.68,5.47,12.675133333333333,,,,,,,
